School Number,District,School Code,Name,ENG,NEP,MATH,SCI,SOC,HPE,TOTAL,SAP,DIST,FIRST,SECOND,THIRD,PASS,FAIL,PASS PERCENT
184,JHAPA,4030,SHANTI ADARSH MA VI SHANTINAGAR,25.4,54.1,21.5,26.6,42.4,35.7,57,57,0,2,12,1,15,42,26.32
185,JHAPA,4031,SCHOOL CHAUN MA VI MAHARANIJHORA,23.3,41.9,26,30.3,40.5,48,41,41,0,3,11,2,16,25,39.02
186,JHAPA,4032,KHAJURGACHHI MA VI KHAJURGACHHI,16.3,35.6,23,28.1,44.9,35.8,54,54,0,2,5,2,9,45,16.67
187,JHAPA,4033,JANA ADARSHA MA VI SHIVGUNJ,18.2,40.9,25.2,29.7,40.4,32.2,153,152,0,2,25,3,30,121,19.74
188,JHAPA,4034,GAURIGUNJ MA VI GAURIGUNJ,23.8,44.9,31.9,31.2,52.1,39.5,50,50,0,8,3,0,11,39,22
189,JHAPA,4035,JANATA MA VI GAURADAHA,23,50.2,22.2,26.6,33.7,39.4,130,130,0,6,20,0,26,104,20
190,JHAPA,4036,BHADRAKALI MA VI KOHABARA,26.7,47.4,33.5,23.5,40.3,34.9,53,53,0,4,12,4,20,33,37.74
191,JHAPA,4037,AMAR MA VI BAIGUNDHURA,25.3,42,27.5,24.1,35.8,34.2,33,33,0,1,8,1,10,23,30.3
192,JHAPA,4038,DHUKURPANI MA VI DHUKURPANI,21.4,45.8,25.9,33.2,45.3,37.7,49,49,0,2,9,2,13,36,26.53
193,JHAPA,4039,MAHENDRA RATNA MA VI TOPGACHHI,24.8,48.5,21.5,26.7,49.2,32.1,92,92,0,8,10,1,19,73,20.65
194,JHAPA,4040,HIMALAYA MA VI DAMAK,22.9,41.5,21.4,32.3,42.8,35.4,183,183,0,14,24,3,41,142,22.4
195,JHAPA,4041,HALDIBARI MA VI HALDIBARI,16.4,39.6,26.4,24.3,43.8,34.1,114,114,0,4,15,2,21,93,18.42
196,JHAPA,4042,RASTRIYA RAMANIYA ADARSHA MA VI DUDHE,20.1,38.3,18.5,28.9,42.1,38.2,62,62,0,0,7,1,8,53,12.9
197,JHAPA,4043,ARANIKO MA VI MAHESHPUR,25.2,38,14.9,28.1,41.1,43.4,42,42,0,2,4,0,6,36,14.29
198,JHAPA,4044,ADARSHA MA VI AYABARI KAKARVITTA,21.9,42.1,19.7,27.1,38.4,35.5,112,112,0,2,17,0,19,93,16.96
199,JHAPA,4045,DEEP JYOTI VIDYAMANDIR MA VI ARJUNDHARA,47.5,54.9,50.3,42.7,58.7,46.5,55,55,1,30,20,0,51,4,92.73
200,JHAPA,4046,JANTA MA VI SARANAMATI,23.2,42.3,26.6,25.2,42.9,37,93,93,0,4,21,4,29,64,31.18
201,JHAPA,4047,SARASWOTI MA VI ETABHATTA DAMAK,20.7,44.8,27.7,32.7,46.7,40.8,144,144,0,12,28,0,40,104,27.78
202,JHAPA,4048,SINGH DEVI MA VI DAMAK SANOBARGHARE,15.6,38.9,21.3,30,41.5,38.4,51,51,0,1,8,1,10,41,19.61
203,JHAPA,4049,PUHATU JANJYOTI MA VI CHANDRAGADHI,28.3,45.4,27.7,30.2,36.6,42.6,52,52,0,4,12,0,16,36,30.77
204,JHAPA,4050,KAKARVITTA MA VI KAKARVITTA,24.8,45.8,26.8,27.5,50.9,34.3,53,53,0,2,14,2,18,35,33.96
205,JHAPA,4051,JANATA MA VI KHUDUNABARI,13.7,36.7,13,19.4,40.4,33.9,138,136,0,2,2,3,7,129,5.15
206,JHAPA,4052,SARASWATI MA VI RANGAPUR,26.8,41.6,27,32.9,43.1,36.5,59,59,0,4,16,4,24,35,40.68
207,JHAPA,4053,PHULBARI MA VI CHAKCHAKI,20.8,32.6,23.4,21.9,37.4,36.9,94,93,0,0,17,7,24,69,25.81
208,JHAPA,4054,MAHENDRA MA VI JALTHAL,20.6,41,25.7,30.2,44.5,40.9,85,85,0,3,15,3,21,64,24.71
209,JHAPA,4055,MAHENDRA JYOTI MA VI GARAMANI,18.4,38.1,20.9,21.7,37.2,34.3,59,58,0,2,6,1,9,49,15.52
210,JHAPA,4056,SAHID DHARMABHAKTA MA VI TOPGACHHI,22.7,47.3,27.5,29,50.3,35,75,75,0,2,21,1,24,51,32
211,JHAPA,4057,BHANU MA VI LALJHODA,25.3,49.3,31.3,35.1,45.4,35.9,85,85,0,3,27,6,36,49,42.35
212,JHAPA,4058,BHANU MA VI BAHUNDANGI,24.6,41.8,20.9,25.3,41.5,37.6,107,106,0,6,14,3,23,83,21.7
213,JHAPA,4059,BAL KALYAN MA VI KUNJIBARI,19.9,42.6,29.2,29.2,49.9,47.1,26,26,0,0,6,1,7,19,26.92
214,JHAPA,4060,SANGBED SAN MA VI CHARPANE,45,52.6,38.3,56,57.6,37.9,8,8,0,0,7,1,8,0,100
215,JHAPA,4061,CHAMPAPUR MA VI GHAILADUBBA,13.7,36.6,11.1,22.7,41.2,30.9,42,42,0,0,0,0,0,42,0
216,JHAPA,4062,PATHARIYA MA VI PATHARIYA,16.8,45.4,21.5,23.1,53.4,33.8,99,99,0,4,7,0,11,87,11.11
217,JHAPA,4063,SHARADA SHISHU SADAN MA VI DHULABARI,56.2,53.1,54.5,47.2,62.9,48.7,29,29,1,23,5,0,29,0,100
218,JHAPA,4064,GADI GAUN MA VI SHANTINAGAR,18.5,46.3,19.1,28.9,43.1,37.6,102,102,0,1,14,0,15,87,14.71
219,JHAPA,4065,FIVE STAR ENGLISH BOARDING SCHOOL DHULABA,43.9,51.5,50.5,38.6,55.9,44.2,37,37,0,18,19,0,37,0,100
220,JHAPA,4066,MECHI AWASIYA MA VI DAMAK,39.5,53.4,49.3,44.7,57.2,53.1,72,71,1,37,22,0,60,11,84.51
221,JHAPA,4067,BIDUR ENGLISH BOARDING SCHOOL BHADRAPUR,52.8,57.4,62.3,50.5,66,42.8,39,39,5,23,9,0,37,2,94.87
222,JHAPA,4068,EVEREST BOARDING HIGH SCHOOL DAMAK,53.1,57.3,60.8,50.9,68.4,52.8,30,30,1,25,3,0,29,1,96.67
223,JHAPA,4069,GYANODAYA SHIKSHYA NIKETAN MA VI DHULABARI,33.6,54.7,35.3,40.1,55.5,42.1,15,15,0,2,8,0,10,5,66.67
224,JHAPA,4070,BALKALYAN AWASIYA MA VI CHARPANE,55.2,51.5,65.4,50.5,62.2,48.4,29,29,1,22,5,0,28,1,96.55
225,JHAPA,4071,PRAGYAN ACADEMY CHANDRAGADHI,30.9,58.8,45.5,35.9,56.4,40.8,64,64,0,17,32,0,49,15,76.56
226,JHAPA,4072,ARJUNDHARA SAN ADARSHA MA VI ARJUNDHARA,16.8,27,12.7,16.5,40.2,32,25,25,0,0,0,0,0,25,0
227,JHAPA,4073,PASHUPATI BOARDING SCHOOL KAKARVITTA,54.7,55.8,54,51.8,64.1,45.5,15,15,0,12,3,0,15,0,100
228,JHAPA,4074,MOUNT EVEREST MA VI GAURADAHA,63.7,61.5,57.7,46.6,56.8,55.4,39,39,5,25,8,0,38,1,97.44
229,JHAPA,4075,SIDDHARTHA SHISHU SADAN BHADRAPUR,59,55.4,65.8,50.9,67.2,45.4,36,36,1,30,5,0,36,0,100
230,JHAPA,4076,KALISTHAN MA VI SANISCHARE,26.8,37.9,27.7,25.8,49.7,35,66,65,0,3,17,4,24,41,36.92
231,JHAPA,4077,SHAHID DASHARATH MA VI DUWAGADI-4,21.8,38.5,27.2,35.7,47.4,44.7,53,53,0,5,9,1,15,38,28.3
232,JHAPA,4078,LALPANI MA VI SHIVAGANJ-5,24.4,37.3,30.3,28.6,52.8,41.3,67,67,0,2,23,11,36,31,53.73
233,JHAPA,4079,MAHANANDA SHIKSHA SADAN BUDHABARE-9,51,58.3,67.6,46.9,56.4,55.8,52,52,3,36,12,0,51,1,98.08
234,JHAPA,4080,HARIKUL MODEL HIGH SCHOOL SURUNGA-5,56.6,56.4,65.5,47.9,54.8,52.4,48,48,2,40,6,0,48,0,100
235,JHAPA,4081,SURYODAYA ENGLISH SCHOOL DAMAK-11,54.5,54,65,47.6,60.8,58,79,79,6,70,3,0,79,0,100
236,JHAPA,4082,PANINI MA VI DAMAK-15,20.1,38.1,22.3,24,44.1,41.3,63,62,0,5,5,1,11,51,17.74
237,JHAPA,4083,DHRUBA TARA RESIDENTIAL SECONDARY SCHOOL,40.8,48.5,46.1,37.8,49,42.6,48,48,1,14,25,3,43,5,89.58
238,JHAPA,4085,KAMALA MADAN ASRIT SMRITI H. S. SCHOOL TOPA,G    27,55.7,37.4,34.1,47.4,34.7,34,34,0,3,18,2,23,11,67.65
239,JHAPA,4086,CHETANA MA VI SHIVAGANJ,44.5,57.5,61.9,47.7,59,48.3,18,18,1,14,3,0,18,0,100
240,JHAPA,4087,MECHI ENGLISH HIGH SCHOOL BHADRAPUR,56.9,53,45.1,46.4,66.1,43.9,7,7,0,6,1,0,7,0,100
241,JHAPA,4088,NORTH POINT ENGLISH BOARDING SCHOOL KAKAR,46.7,53.1,47.2,42.5,56.8,43.1,70,70,1,28,32,0,61,9,87.14
242,JHAPA,4089,EMERALD ACADEMY PRATISTHAN SCHOOL BHADR,59.7,52.6,58,47.1,61.4,53.7,51,51,1,35,12,0,48,3,94.12
243,JHAPA,4090,SHISHU NIKETAN ENGLISH SCHOOL BHADRAPUR,55.9,53.2,62.9,51.2,64.6,47.7,18,18,1,13,3,0,17,1,94.44
244,JHAPA,4091,GLOBAL EDUCATIONAL ACADEMY DAMAK-11,42.7,46.4,58.1,38.4,55.9,48.4,34,34,0,21,11,0,32,2,94.12
245,JHAPA,4092,PASHUPATI ENGLISH MA VI SURUNGA,57.3,53.6,70.2,49.4,68.4,53.5,65,65,7,49,9,0,65,0,100
246,JHAPA,4093,DIBYA RATNA AWASIYA MA VI GHAILADUBA-5,29,35.3,29.4,28.9,44.4,29.4,25,25,0,0,11,1,12,13,48
247,JHAPA,4094,BHANU MA VI ARJUNDHARA,21.3,42.7,33.6,27.7,53,40.2,44,44,0,3,7,2,12,32,27.27
248,JHAPA,4095,SWASTIKA SHISHU SADAN MA VI SHANISCHARE,43.3,51.8,55,47.5,53.9,42.6,15,15,0,7,7,1,15,0,100
249,JHAPA,4096,LAXMI NARAYAN MA VI DHARAMPUR-8,24.2,49.8,33.8,30.3,48.3,35.2,42,42,0,4,9,2,15,27,35.71
250,JHAPA,4097,BIR AMAR SINGH MA VI CHARPANE,21,35.8,20.2,21.2,38,35.3,65,65,0,1,12,0,13,52,20
251,JHAPA,4098,PURBANCHAL ENGLISH BOARDING SECONDARY SC,39.9,45.5,36.1,34.5,49.5,42.2,22,22,0,3,13,0,16,6,72.73
252,JHAPA,4099,HIMALAYAN ENGLISH ACADEMY BAHUNDANGI,26.4,49,36.2,24,48.9,31.7,21,21,0,3,3,1,7,14,33.33
253,JHAPA,4100,OASIS ACADEMY BHUTANESE REFUGEE CAMP TIM,34.6,43.5,22.7,19.1,40.6,28,189,187,0,0,41,14,55,131,29.41
254,JHAPA,4101,NEW HORIZON ACADEMY BHUTANESE REFUGEE C,32.4,39.4,19.7,20.8,36,31.1,556,556,0,6,82,21,109,446,19.6
255,JHAPA,4102,SUN RISE ACADEMY BHUTANESE REFUGEE CAMP,K 39.1,39.4,20.5,25.5,45.7,35.4,266,266,0,11,63,1,75,191,28.2
256,JHAPA,4103,TRI-RATNA SECONDARY SCHOOL BHUTANESE REF,30.8,40,17.9,25,38.1,39.9,223,220,0,9,43,3,55,165,25
257,JHAPA,4104,PRAGATI SECONDARY ENGLISH BOARDING SCHOO,48.3,53.9,52.5,42.7,54.3,43.6,25,25,1,8,14,0,23,2,92
258,JHAPA,4105,JYOTI ENGLISH BOARDING SCHOOL BUDHABARE,46.8,56,54.9,43.3,50.7,56.3,32,32,0,20,9,0,29,3,90.63
259,JHAPA,4106,SURYODAYA ENGLISH BOARDING SCHOOL KAKARV,49.1,54.5,53.5,41.7,58.5,44.6,24,24,1,10,12,0,23,1,95.83
260,JHAPA,4107,EASTERN STAR ENGLISH BOARDING SCHOOL DAM,45.9,52.2,45.6,42.4,43.1,42.4,52,52,0,19,23,0,42,10,80.77
261,JHAPA,4108,JYAMIR GADHI MA VI JYAMIRGADHI,22.9,46,29.5,40.5,49.8,46.5,24,24,0,1,11,0,12,12,50
262,JHAPA,4109,ARUNODYA AWASIYA SECONDARY SCHOOL KAKAR,22.5,49.9,33.6,26,52.9,33.8,32,32,0,4,12,1,17,15,53.13
263,JHAPA,4110,BISHWA JYOTI SECONDARY BOARDING SCHOOL HA,25.8,39.8,25.2,31.6,45.3,41.2,12,12,0,0,5,1,6,6,50
264,JHAPA,4111,BIRAT JYOTI ENGLISH BOARDING SECONDARY SCH,53.6,53.8,62.6,46.4,52.1,52.9,44,44,3,30,11,0,44,0,100
265,JHAPA,4112,BLOOMING LOTUS ENGLISH SCHOOL BHUTANESE,R 38.9,43.1,25.3,21.6,44.2,35.4,302,301,0,13,70,5,88,212,29.24
266,JHAPA,4113,GYANJYOTI MA VI CHANDRAGADI,33.7,48.6,31,29.3,41.4,41.4,34,34,0,7,7,0,14,20,41.18
267,JHAPA,4114,GOLDEN SUNRISE ENGLISH SCHOOL GAURADAHA,46.5,60.8,53.2,50.1,56.2,55.6,24,24,3,12,8,0,23,1,95.83
268,JHAPA,4115,LALIMA BOARDING SCHOOL TOPGACHHI,45.7,54.6,54.2,36.6,55,41.1,12,12,0,3,9,0,12,0,100
269,JHAPA,4116,DIVYAJYOTI MA VI RAJGADH,41.9,47.7,52.5,36.8,51.6,47.4,28,28,0,11,13,0,24,4,85.71
270,JHAPA,4117,KACHAN KAWAL VIDYA MANDIR MA VI BANIYANI,26.5,45.9,23.5,35.6,45,50.4,29,29,0,4,6,0,10,19,34.48
271,JHAPA,4118,JANATA MA VI BAHUNDANGI,19.2,38.3,17.4,23.9,41.8,33,74,74,0,1,6,0,7,67,9.46
272,JHAPA,4119,LITTLE ANGELS' BOARDING SCHOOL DUHAGADI,56.8,58.2,60.9,54,65.4,58.4,16,16,0,15,1,0,16,0,100
273,JHAPA,4120,EAST HORIZON ENGLISH MA VI MECHI NAGAR,53,60,64.1,44.1,64.8,49.8,52,52,1,46,5,0,52,0,100
274,JHAPA,4121,NAWA KIRAN VIDYA MANDIR SHIVAGANJ,49,55.1,55.2,42.2,50.8,49,24,24,1,11,12,0,24,0,100
275,JHAPA,4122,NAVODAYA MA VIDHYA MANDIR TOPGACHHI,40.3,56.1,64.3,39.7,58.4,43.8,28,28,0,21,7,0,28,0,100
276,JHAPA,4123,GYAN JYOTI ENGLISH MA VI RAJGADH,36.2,50,44.2,34.7,47.3,45.1,75,75,1,22,35,6,64,11,85.33
277,JHAPA,4124,CHANDRA BHANU JYOTI MA VI PRITHVINAGAR,23.1,41.2,22.9,34.2,44.3,43.5,51,51,0,1,13,1,15,36,29.41
278,JHAPA,4125,GYANODAYA AAWASIYA MA VI GAURIGANJ-5,28.8,51.3,47.6,37.2,58,49.3,12,12,0,5,3,0,8,4,66.67
279,JHAPA,4126,DAFFODILS ACADEMY BHADRAPUR-15,30.3,39.7,26.1,26.6,52.3,34.3,32,32,0,2,12,0,14,18,43.75
280,JHAPA,4127,DEVKOTA MA VI KHAJURGACHHI-6,31.7,54.5,54.1,39.3,58,46,21,21,0,7,14,0,21,0,100
281,JHAPA,4128,BALNIKUNJA MA VI SATASHIDHAM,18.1,41.3,34.9,22.6,45.9,40.4,56,56,0,2,11,2,15,41,26.79
282,JHAPA,4129,PRATIVA NAMUNA MA VI KHUDUNABARI,26.4,48.6,32.6,33.5,49.6,41,77,77,1,10,18,0,29,48,37.66
283,JHAPA,4130,MAKALU MA VI MAHARANIJHODA SCHOOLCHOUN,32.5,47.9,41.9,27.8,45.6,39.1,28,28,0,4,15,0,19,9,67.86
284,JHAPA,4131,JANATA MA VI BALUBATHAN KOHABARA,19,40.4,26.3,21.2,37.5,26.3,24,24,0,0,5,0,5,19,20.83
285,JHAPA,4132,BHAGAWATI MA VI SHIVGANJ BANGDANDA,18.9,45,20,33.4,42.5,38.5,76,76,0,0,5,0,5,71,6.58
286,JHAPA,4133,KAVI SHIROMANI MA VI MECHINAGAR,25,50.4,29,33,54.8,42.4,54,54,0,6,10,1,17,37,31.48
287,JHAPA,4134,BHANU SMRITI AWASIYA MA VI BHADRAPUR,26.7,43.9,29.7,29.3,53.2,32.4,30,30,0,1,8,4,13,17,43.33
288,JHAPA,4135,NAMUNA ENGLISH MA VI CHAKCHAKI,34.5,49.5,38.6,33.7,49.6,44.2,21,21,0,5,10,1,16,5,76.19
289,JHAPA,4136,GYAN SAROVAR NIKETAN MA VI PRITHVINAGAR,34.1,50.9,36.1,36.7,51.8,51.1,51,51,0,8,25,5,38,13,74.51
290,JHAPA,4137,GYANKUNJ ACADEMY MA VI GAURIGANJ,56.1,55.4,63.3,44.1,65.6,55.6,18,18,0,16,1,0,17,1,94.44
291,JHAPA,4138,WONDERLAND ENGLISH BOARDING SCHOOL BANIY,24.6,50.2,36.7,31.2,63.3,41.9,19,19,0,5,5,0,10,9,52.63
292,JHAPA,4139,MOTHERLAND ENGLISH BOARDING SCHOOL DAMA,55.6,53.9,78.3,49.2,61.9,56.4,16,16,0,16,0,0,16,0,100
293,JHAPA,4140,CHILDREN GARDEN ENGLISH SCHOOL JALTHAL-4,25.9,50.9,39.1,31.9,53.5,34.4,11,11,0,2,5,0,7,4,63.64
294,JHAPA,4141,PATHIBHARA SHIKSHA SADAN DUWAGADI CHARALI,27.1,38.7,26.9,31.1,44.7,44.8,15,15,0,0,5,0,5,10,33.33
295,JHAPA,4142,KANCHANJUNGA ENGLISH HIGH SCHOOL LAXMIPU,39.7,41,35.8,32.6,58.4,40,9,9,0,1,5,0,6,3,66.67
296,JHAPA,4143,BIBHUTI VIDYA MANDIR ENGLISH SCHOOL CHANDR,56.3,65.8,64.2,54.6,66,49.6,36,36,2,32,2,0,36,0,100
297,JHAPA,4144,BIDHYAPANI MA VI PATHARIYA-9,21.2,51.1,28.6,25.2,59.8,38.5,25,25,0,2,8,0,10,15,40
298,JHAPA,4145,MECHI SHIKSHA NIKETAN MECHINAGAR-12,26.9,40.6,13,25.4,42.6,43.2,10,10,0,0,1,0,1,9,10
299,JHAPA,4146,BHANU MA VI DHARAMPUR,21.7,43.2,29.6,31.3,42.4,31.5,55,55,0,3,14,3,20,34,36.36
300,JHAPA,4147,RUDRA MEMORIAL ENGLISH AWASIYA MA VI ANAR,M 49.4,46.9,46.9,39.4,59.1,46.1,14,14,0,4,8,0,12,2,85.71
301,JHAPA,4148,SWARNIM SHIKSHA SADAN MA VI CHANDRAGADI,24.4,39.7,17.6,26.7,36.5,37.7,33,33,0,2,6,0,8,25,24.24
302,JHAPA,4149,NAMUNA ENGLISH SCHOOL JUROPANI-5 GWALDUB,63.4,71.3,76.4,55.1,71.1,62.9,12,12,2,10,0,0,12,0,100
303,JHAPA,4150,GEOFFREY ENGLISH SCHOOL DHARAMPUR,28.6,45.7,30.9,31,42.3,32,32,32,0,0,17,3,20,12,62.5
304,JHAPA,4151,PASHUPATI SANSKRIT MA VI DAMAK,11.9,31.9,15.8,21.3,34.6,32.8,12,12,0,0,1,0,1,11,8.33
305,JHAPA,4153,MARIGOLD ACADEMY BHUTANESE REFUGEE CAMP,34.7,41.5,21.3,28.7,42.4,41.8,195,195,0,6,51,8,65,130,33.33
306,JHAPA,4154,GREEN VALE ACADEMY BHUTANESE REFUGEE CA,M 39.5,42.1,19.9,26.4,38.6,35.9,400,399,1,17,66,7,91,308,22.81
307,JHAPA,4155,GLORY ENGLISH BOARDING SCHOOL ANARMANI 9,45.6,44.1,31.3,35.3,47.4,43.6,16,16,0,1,7,0,8,8,50
308,JHAPA,4156,DORAMARI MA VI MAHARANI-7,21,43.6,24.2,31.3,40.9,47.9,60,60,0,3,8,1,12,48,20
309,JHAPA,4157,JHILJHILE MA VI SATASIDHAM-5,23.1,46.1,27.4,31.8,43.5,34.9,75,75,0,4,15,2,21,54,28
310,JHAPA,4158,SINGHADEVI MA VI KHUDUNABARI-1,15.5,45.4,26.7,29.9,43.1,38.1,50,50,0,0,7,0,7,43,14
311,JHAPA,4159,MANGALMAYA MA VI LAKHANPUR-1,22.5,40.7,26.3,26.8,40,34.5,38,38,0,2,7,0,9,29,23.68
312,JHAPA,4160,ADARSHA MA VI KOROBARI-5,22.3,37,17.5,25.9,42.5,38.7,26,26,0,0,2,0,2,24,7.69
313,JHAPA,4161,JANAKALYAN MA VI SHARNAMATI-9,24.1,39.9,13.4,29.9,53.8,40.6,28,28,0,0,4,0,4,24,14.29
314,JHAPA,4162,BUD INTERNATIONAL PUBLIC SCHOOL ANARMANI-3,24.3,39,19.2,19.7,40.6,34.8,66,66,0,1,9,1,11,55,16.67
315,JHAPA,4164,PANCHAOTI ENGLISH SCHOOL BHUTANESE REFUG,33.7,47.7,24,33.2,43.5,40.9,192,192,0,21,51,1,73,119,38.02
316,JHAPA,4165,BALMIKI EDUCATION FOUNDATION CHARPANE 1 BI,53.4,59.8,63.8,45.5,62.3,51.9,20,20,2,16,2,0,20,0,100
317,JHAPA,4166,NEWTON'S EDUCATION ACADEMY SCHOOL ANARM,54,58.4,52.7,47.9,69.7,48.3,46,46,2,31,6,0,39,7,84.78
318,JHAPA,4167,OXFORD ENGLISH SECONDARY SCHOOL DAMAK-6,36.4,46.3,42.8,32.6,48.4,45.4,25,25,0,10,5,1,16,9,64
319,JHAPA,4168,NATIONAL MARIGOLD ENGLISH SCHOOL CHANDRA,58.1,54.9,63,45,48.2,45.9,20,20,0,14,6,0,20,0,100
320,JHAPA,4169,EDEN GARDEN EDUCATION FOUNDATION ANARMA,53.1,52.4,48.4,39.1,53.1,50.7,11,11,0,7,4,0,11,0,100
321,JHAPA,4170,TARAPUNJA ENGLISH BOARDING SCHOOL MECHIN,54.8,59.1,41.1,38.9,66.4,48.1,8,8,0,3,2,0,5,3,62.5
322,SANKHUWASAB,5000,PRIVATE SANKHUWASABHA,18.3,34.9,15.4,26.4,33.4,33.7,7,7,0,0,1,0,1,6,14.29
323,SANKHUWASAB,5001,HIMALAYA MA VI KHANDBARI,34,51.7,40.1,34.5,54.6,51.8,110,110,1,22,58,2,83,27,75.45
324,SANKHUWASAB,5002,JANJYOTI MA VI DHUPOO,20.4,43.4,16.9,30.7,47.1,38.5,77,77,0,4,9,1,14,63,18.18
325,SANKHUWASAB,5003,BINOD MA VI MULKHARKA,21.4,44.3,29.6,29.6,43,42.5,25,25,0,1,8,0,9,16,36
326,SANKHUWASAB,5004,MANAKAMANA MA VI TUMLINGTAR,28.5,43.6,29.8,30.1,52,46.5,53,53,0,2,19,0,21,32,39.62
327,SANKHUWASAB,5005,BANIBILAS MA VI LOHAKOT,25.6,46.5,25.4,33.9,45.7,42.5,24,24,0,0,7,0,7,17,29.17
328,SANKHUWASAB,5006,SHARADA MA VI KHARANG,17.3,49.8,18.4,22.3,56.4,42.9,34,34,0,1,3,0,4,30,11.76
329,SANKHUWASAB,5007,VIDYODAYA SAN MA VI MALTA,24.9,46.1,19.4,27.2,41.9,44.9,14,14,0,0,2,1,3,11,21.43
330,SANKHUWASAB,5008,RAMESHWOR MA VI MAMLING,21.4,44.7,20.1,24.1,45.3,40.6,57,57,0,1,13,0,14,42,24.56
331,SANKHUWASAB,5009,SAGARMATHA MA VI TAMKU,21.9,43.1,22.2,29.4,38.1,37.9,14,14,0,0,3,0,3,11,21.43
332,SANKHUWASAB,5010,SHARADA MA VI POKHARI,22.3,36.9,13.9,22.2,43.9,32.6,45,45,0,0,8,0,8,37,17.78
333,SANKHUWASAB,5011,WANA MA VI WANA,18.8,46.3,19.1,25.4,51.8,40.8,51,51,0,2,4,0,6,45,11.76
334,SANKHUWASAB,5012,SARASWATI MA VI CHAINPUR,29.1,43.2,32.5,32.4,57.8,42.1,97,97,0,12,47,2,61,35,62.89
335,SANKHUWASAB,5013,AMARUWA MA VI ANKHIBHUIN,19.2,45.7,28.5,24.4,47.8,36.5,57,57,0,1,5,0,6,51,10.53
336,SANKHUWASAB,5014,MAHENDRA MA VI MANEBHANJYANG,25.7,37.8,17.5,25.2,41.6,40.8,70,70,0,1,4,5,10,60,14.29
337,SANKHUWASAB,5015,TRIWENI MA VI BARAHBISE,26.5,50.8,36.4,40.5,51.6,45.9,19,19,0,3,10,0,13,6,68.42
338,SANKHUWASAB,5016,ARUNODAYA MA VI LINGAM,26.1,33.9,16.5,24.4,35.7,34.3,46,46,0,0,5,4,9,37,19.57
339,SANKHUWASAB,5017,SARASWATI MA VI PAKHRIBAS,21.7,40.9,17.2,28.3,42.6,36.9,22,22,0,0,2,0,2,19,9.09
340,SANKHUWASAB,5018,MADI MA VI MADI,24.5,49.7,31.1,35.5,51,44.7,47,47,0,4,14,1,19,28,40.43
341,SANKHUWASAB,5019,JANATA MA VI CHANDANPUR,24.7,47.9,22.5,27,43.4,44.6,51,51,0,1,11,2,14,37,27.45
342,SANKHUWASAB,5020,CHAMUNDE MA VI TAMAPHOK,19.3,38.9,13.4,21.4,42,38.5,14,14,0,0,0,0,0,14,0
343,SANKHUWASAB,5021,HIMALAYA MA VI HEDANGANA,23.1,38,26.8,31.1,37.3,34.5,20,20,0,0,1,4,5,15,25
344,SANKHUWASAB,5022,SINGHDEVI MA VI TATOPANI,24.5,47.8,26.1,27.6,49.9,37.2,12,12,0,0,1,2,3,9,25
345,SANKHUWASAB,5023,HIMALAYA MA VI AALA,21.8,37.2,14.7,25.3,37.9,45.7,31,31,0,0,2,0,2,29,6.45
346,SANKHUWASAB,5024,JAMBAWATEE MA VI SIBHUWA,27.5,39.8,34.4,29.7,42.8,42.1,16,16,0,0,7,4,11,5,68.75
347,SANKHUWASAB,5025,SHIVA MA VI SYABUN,23.7,51,31.9,29.5,49.9,41.1,12,12,0,0,3,0,3,9,25
348,SANKHUWASAB,5026,BAGISHWARI MA VI DHUNGEDHARA,25.5,41.7,35.7,33.9,42.4,43.1,52,52,0,3,20,0,23,29,44.23
349,SANKHUWASAB,5027,JIVAN JYOTI MA VI MANGTEWA,17.5,35.4,21.4,25.6,35.5,33.8,20,20,0,0,1,0,1,19,5
350,SANKHUWASAB,5028,MAHENDRA JYOTI MA VI AANKHIBHUI PUPANGU,20.4,46.9,26.5,28.5,55,42.6,10,10,0,0,2,0,2,8,20
351,SANKHUWASAB,5029,SINGHESHWARI MA VI CHUNGKHURUNG,24.8,40.8,18.4,24.5,47.2,36.1,24,24,0,1,2,0,3,21,12.5
352,SANKHUWASAB,5030,UMLING MA VI MADI MULKHARKA,22.4,49.7,27.6,27.6,48.4,45.7,14,14,0,0,7,0,7,7,50
353,SANKHUWASAB,5031,KHAPTUWA MA VI WANA 6 LINGLING,24.8,40.6,31.9,32,44,38.6,20,20,0,0,11,0,11,9,55
354,SANKHUWASAB,5032,SARASWATI MA VI MALTA KHANDBARI-7,22.6,39.3,13.4,27.1,39.7,37.1,18,18,0,0,3,0,3,15,16.67
355,SANKHUWASAB,5033,MAHESHWARI MA VI YAPHU,21.7,33.7,25,24.5,30.2,33.3,6,6,0,0,1,0,1,5,16.67
356,SANKHUWASAB,5034,SARASWATI MA VI MAWADIN,25.8,43.6,17.2,26.2,56.2,33.8,5,5,0,0,0,0,0,5,0
357,SANKHUWASAB,5035,SINHESHWORI MA VI NUM,26.3,38.6,24,29.6,37,36,16,16,0,0,5,2,7,9,43.75
358,SANKHUWASAB,5036,BHAGAWATI MA VI MULGAUN,19.5,48.4,23.1,21.8,55.5,38.7,11,11,0,0,2,0,2,9,18.18
359,SANKHUWASAB,5037,SHANTI MA VI TAMAPHOK-3 TELLOK,15.8,34.1,16,14.6,34.5,30.8,28,28,0,0,2,0,2,25,7.14
