V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,time1
3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,3,5,5,3,5,5,5,4,5,3,5,4,4
2,1,1,4,1,1,1,4,3,4,5,3,4,4,3,1,4,4,1,2,3,4,2,4,1,3,3,6
4,4,4,4,3,3,4,4,4,4,4,5,5,4,4,4,5,5,4,4,5,5,4,5,3,5,4,24
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7
3,3,3,2,1,1,1,2,3,3,3,4,4,3,3,1,5,4,1,4,3,5,3,4,3,3,3,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9
4,4,1,1,1,1,2,4,4,4,4,4,4,3,2,1,5,5,2,3,3,4,2,0,0,1,4,7
4,4,2,2,3,4,2,4,4,4,4,4,3,4,3,2,4,3,2,2,4,3,1,4,3,3,3,-3
1,1,1,1,1,1,1,4,3,3,3,2,4,3,2,1,4,4,1,1,1,4,1,4,1,3,2,2
5,5,2,2,3,1,1,5,5,2,4,2,5,4,2,1,5,5,4,4,4,5,2,5,1,2,4,6
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,2
2,1,1,1,1,1,1,3,3,1,1,1,4,3,2,1,5,5,1,3,3,4,2,4,2,1,1,4
4,2,1,2,2,2,2,4,4,4,4,4,2,4,4,1,2,2,4,4,4,1,2,4,2,4,4,4
4,4,4,4,4,1,4,5,5,5,5,5,4,5,3,3,4,4,1,5,4,4,4,5,4,1,5,6
5,3,5,4,4,3,1,5,4,4,5,5,4,4,2,2,5,5,4,5,5,3,3,5,5,5,5,12
4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,3,4,4,3,3,4,3,3,5,3,4,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9
5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,7
4,3,4,3,4,3,3,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,11
2,3,3,3,3,2,2,2,4,4,4,4,2,3,3,3,3,2,2,2,2,2,2,2,3,3,3,8
4,4,4,3,4,3,4,4,5,5,5,5,5,5,5,4,5,5,4,4,4,5,4,5,4,5,4,11
3,1,1,2,2,2,1,5,3,2,5,5,3,5,5,1,5,5,1,3,5,1,1,5,2,1,5,11
3,2,2,4,3,1,1,4,4,3,4,4,4,0,3,2,4,4,1,2,5,4,3,4,4,3,4,3
2,1,1,1,1,1,1,4,4,4,5,5,5,5,4,1,5,5,1,3,4,5,4,5,3,4,1,2
3,1,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,6
3,3,3,4,3,2,1,4,4,4,4,4,4,4,4,1,5,4,3,3,4,4,3,4,3,4,4,8
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6
3,4,4,3,1,1,1,4,4,5,5,5,5,5,5,3,5,5,1,4,4,4,4,5,2,4,4,10
2,2,1,1,1,1,1,3,5,5,3,4,4,4,3,1,5,4,1,4,3,3,1,5,3,5,4,2
2,3,2,4,1,1,1,3,2,2,2,2,5,3,3,1,3,3,3,3,3,4,3,4,3,2,4,3
4,2,4,2,3,2,1,3,4,3,3,4,5,3,3,2,5,4,1,3,3,4,2,5,4,4,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
2,3,5,4,2,1,1,2,4,4,3,3,5,4,3,2,4,5,3,0,3,5,1,5,1,4,3,4
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,5,0,0,0,0,0,0,0,3
5,4,4,1,3,3,4,5,5,4,4,4,5,4,3,1,5,4,3,4,5,5,4,5,3,4,5,8
4,4,3,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,2,3,4,4,4,3,-3
4,3,2,2,2,3,2,4,4,3,4,4,4,4,4,0,4,2,3,4,3,2,1,4,3,2,2,7
2,1,1,3,3,3,1,4,3,4,4,4,4,4,1,1,5,5,1,5,5,5,1,5,3,4,4,-1
4,2,3,2,4,4,2,4,4,4,4,4,4,4,4,2,4,4,2,4,4,2,4,4,2,2,2,7
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5
3,2,1,5,1,1,3,5,5,5,5,5,5,5,5,0,5,5,3,3,1,3,1,5,4,5,3,12
2,2,2,4,3,2,2,4,4,3,0,3,3,3,3,2,3,2,2,3,3,2,2,4,3,2,3,8
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8
4,4,4,3,2,0,1,4,4,4,4,4,4,4,0,1,5,5,1,4,4,4,5,4,3,4,4,5
3,2,2,1,1,1,1,3,1,1,1,1,1,1,1,0,4,2,2,3,5,4,1,4,2,1,3,0
4,3,2,2,2,2,1,4,4,5,4,3,5,4,3,1,5,5,1,4,4,5,3,5,3,1,3,5
4,4,4,3,4,5,4,4,4,4,4,4,5,5,3,2,5,3,3,4,4,4,4,5,3,0,2,4
5,3,4,4,3,3,5,4,4,4,4,5,5,5,4,3,5,4,3,4,3,3,4,4,5,5,5,24
1,1,1,3,2,1,3,4,4,4,4,4,4,4,4,2,4,4,1,1,3,4,3,4,1,3,3,3
1,1,0,3,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1,3,1,1,1,1,1,1,6
4,4,4,2,3,3,2,4,4,3,4,4,3,4,4,3,5,4,3,5,4,4,3,4,3,4,4,8
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,7
5,5,3,5,4,2,1,5,4,5,5,4,5,4,3,3,4,4,1,3,5,3,3,5,5,4,3,3
4,3,4,2,2,2,2,4,4,5,4,4,4,4,3,2,5,5,2,4,3,3,4,4,4,3,4,10
4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3,5,5,3,4,3,4,3,4,3,3,4,6
4,4,4,4,3,2,2,2,4,4,4,4,4,4,4,3,4,4,4,2,2,3,4,4,4,4,4,1
3,3,3,3,3,3,2,4,3,3,4,4,3,3,3,3,1,3,1,1,4,2,3,4,3,3,3,5
5,5,4,4,4,4,1,5,3,4,5,4,5,4,3,4,5,4,2,5,3,4,4,5,4,4,4,9
4,4,4,3,3,3,2,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,5
4,4,4,4,3,3,4,5,5,5,5,5,5,5,5,1,4,5,3,4,4,4,4,4,3,5,4,7
5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9
2,2,2,2,1,1,2,3,4,3,3,3,3,3,3,1,4,4,2,2,3,4,3,4,2,2,2,6
3,3,4,4,4,3,3,4,4,4,5,4,4,5,4,3,5,4,2,3,4,4,3,5,4,4,4,23
5,5,5,5,5,2,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,3,5,5,4
4,3,2,4,2,2,1,4,5,4,5,5,4,5,4,1,5,4,1,4,4,2,3,5,4,3,4,7
1,1,1,3,1,1,1,5,3,3,4,4,3,4,3,1,4,0,1,1,4,1,1,4,3,2,1,4
2,2,2,4,1,1,1,4,4,4,4,4,5,4,3,1,5,0,1,4,4,4,1,5,3,4,2,3
2,2,2,4,2,1,2,2,4,2,2,2,4,2,2,1,4,4,2,2,2,4,2,4,3,2,3,1
2,3,3,3,3,4,3,3,4,4,4,4,4,4,3,3,4,4,3,3,3,4,4,4,3,3,3,5
3,3,3,3,1,1,1,5,5,5,5,5,5,5,5,1,5,5,3,3,5,3,1,5,3,5,5,16
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9
1,1,1,2,1,1,1,1,3,3,2,4,3,4,3,1,4,4,1,3,4,1,1,4,1,1,1,3
4,4,4,5,2,5,2,5,5,5,5,5,5,5,4,1,5,5,2,5,4,1,4,5,1,4,2,10
1,3,1,4,1,1,1,4,3,3,4,3,4,3,3,1,5,4,1,1,4,4,3,4,3,3,3,5
4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,2,4,4,4,4,4,-7
4,1,1,3,1,0,5,5,4,4,4,4,5,5,4,1,5,5,1,1,4,4,1,5,2,1,1,2
2,2,2,2,2,1,1,4,3,3,4,3,3,3,3,2,3,4,2,2,3,3,2,4,2,2,3,-1
2,3,2,3,2,1,1,3,3,3,3,4,4,3,3,2,5,5,1,3,3,4,2,4,2,3,3,2
4,4,4,5,4,4,2,3,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,5,4,4
4,4,5,1,3,4,2,5,5,5,5,5,5,4,4,1,5,5,3,4,4,5,4,5,2,4,4,2
1,2,1,3,1,1,1,3,2,2,2,2,2,2,2,1,2,2,1,1,3,1,1,3,3,1,2,1
2,3,2,3,3,1,1,3,2,2,2,3,4,3,3,1,4,4,0,2,3,3,3,4,3,2,3,1
3,3,3,2,2,2,2,2,2,2,2,2,4,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4
5,5,5,5,5,4,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5
3,3,2,4,2,2,2,4,3,3,4,4,4,3,3,1,4,4,2,2,3,4,4,4,3,2,3,6
3,3,3,4,2,2,1,4,4,4,4,3,4,3,2,2,4,4,1,1,4,4,2,0,2,2,3,5
1,3,3,1,1,1,1,2,3,2,2,2,4,3,3,2,4,4,1,4,2,4,1,4,2,2,1,2
1,1,1,1,1,1,1,4,3,3,3,3,1,3,3,1,3,2,1,1,3,1,1,4,1,1,1,3
4,4,4,4,2,3,2,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,8
5,5,5,3,4,4,4,4,4,5,4,4,4,4,4,4,5,5,4,3,5,4,3,5,5,5,5,4
3,3,3,3,1,4,3,3,3,4,3,4,3,4,4,1,5,4,1,3,3,2,3,5,3,4,3,-7
1,1,1,3,3,1,1,2,2,3,2,2,4,2,2,1,3,4,1,1,1,3,2,3,2,2,3,2
1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,4,4,1,4,3,2,4,4,4,4,4,2
2,2,3,3,2,1,1,3,4,4,4,4,4,4,3,2,4,4,2,3,3,4,3,5,3,4,4,6
3,3,4,4,2,1,2,5,3,4,4,4,5,4,3,3,5,5,1,3,5,4,3,5,4,2,2,2
3,3,3,3,2,2,1,3,3,3,3,3,3,4,3,2,4,3,1,3,4,1,4,3,3,3,3,3
4,4,2,1,1,1,1,4,4,4,4,4,4,4,3,0,5,5,2,4,4,4,4,0,4,4,4,5
4,4,4,4,4,3,4,5,5,5,5,4,5,5,4,4,5,5,4,5,5,5,4,5,4,4,4,32
4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,2,4,4,3,4,4,4,3,5,3,3,3,-1
3,2,1,1,1,1,1,1,4,4,4,4,5,5,4,1,5,5,1,2,4,5,3,4,3,3,3,3
5,5,5,5,3,3,1,5,5,5,5,5,5,5,5,1,5,1,1,1,5,5,1,5,5,1,1,0
5,3,4,4,4,3,1,5,5,5,5,5,5,5,3,4,5,4,2,4,4,5,4,5,4,4,4,16
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
4,4,1,4,2,1,2,2,2,2,2,2,5,1,2,1,5,5,2,2,2,5,4,5,4,1,2,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,1,3,3,1,1,2
4,4,2,4,3,1,0,4,4,4,3,5,4,4,2,2,4,4,1,1,3,3,3,4,2,1,1,3
3,4,4,4,3,3,4,4,4,4,4,4,3,4,3,3,4,3,2,2,4,2,3,4,4,4,3,2
4,4,1,4,4,1,1,4,4,3,5,4,5,3,2,1,5,5,2,3,4,5,2,5,3,2,2,6
3,2,2,2,2,2,1,4,3,3,4,4,4,4,3,2,4,4,1,3,3,3,2,4,3,3,4,1
4,3,3,2,2,2,1,5,5,5,5,5,5,4,2,1,5,5,1,1,4,4,3,5,1,5,5,3
3,4,5,5,4,2,4,5,4,5,5,5,5,5,3,1,5,5,3,4,4,5,3,5,3,3,3,5
2,1,1,2,1,1,1,3,3,3,3,3,2,3,2,1,3,3,1,1,3,2,1,4,2,1,2,1
4,4,4,4,3,4,2,4,4,5,5,4,5,5,4,2,5,5,3,4,4,4,4,5,3,4,5,6
2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,4,3,2,3,2,3,2,4,2,2,2,5
3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,3,3,4,4,3,4,3,3,3,2
3,3,3,3,3,3,3,4,3,4,4,4,3,4,3,3,4,4,3,3,4,3,3,4,3,4,4,15
4,5,5,1,4,2,3,5,4,5,5,5,5,5,4,2,5,5,1,2,4,5,2,5,3,4,5,11
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7
3,3,2,2,4,2,1,4,3,3,4,3,3,3,3,2,5,4,2,2,5,2,2,4,3,5,3,11
4,3,2,3,4,1,1,4,3,3,4,4,4,4,3,1,5,5,1,1,2,2,2,2,3,3,3,11
4,4,4,4,4,2,2,4,5,5,5,5,5,5,4,3,5,5,4,4,3,4,4,5,4,5,5,9
5,3,4,3,3,5,5,5,5,4,5,5,5,3,1,1,5,5,5,5,5,4,1,5,1,1,5,6
4,4,3,4,3,3,4,5,5,5,5,5,5,5,5,3,5,5,3,4,4,2,4,4,4,5,3,11
2,1,1,1,1,1,1,2,3,4,2,4,4,4,4,1,4,2,1,4,3,4,3,4,3,4,2,0
4,3,4,2,3,2,2,5,4,4,4,4,4,4,2,2,5,5,3,5,4,4,4,5,4,4,5,7
1,1,1,3,1,1,1,4,4,3,4,4,3,4,3,1,4,4,1,1,3,1,1,4,3,3,1,-1
4,4,5,4,4,3,4,4,4,3,4,4,4,3,4,5,5,5,4,4,4,4,4,3,4,4,5,13
2,3,1,4,2,2,3,5,5,3,4,4,5,4,4,1,5,5,1,3,5,5,2,5,2,2,5,15
5,3,5,3,4,4,4,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,4,5,4,5,5,10
3,4,2,2,2,2,4,2,4,4,4,4,4,4,3,2,5,5,1,3,4,4,2,5,2,5,3,4
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,1,4,1,4,1,1,1,0
4,4,4,4,2,2,2,4,4,4,4,4,4,4,2,2,4,4,2,4,4,4,4,4,4,4,4,3
2,4,4,5,5,2,1,3,5,5,5,4,5,5,4,4,5,4,2,5,5,5,5,5,2,3,1,1
4,4,4,4,3,2,4,4,4,4,4,4,5,5,4,2,5,5,3,4,4,0,4,5,5,4,5,8
4,4,3,4,1,1,1,5,5,5,5,5,5,5,4,1,5,5,1,1,4,4,1,4,3,4,4,3
1,3,3,0,1,3,3,4,3,2,3,3,3,4,3,1,4,4,2,2,4,3,1,4,2,1,2,4
3,2,3,3,2,2,2,3,3,3,4,4,4,4,3,2,5,5,2,3,4,5,3,4,3,4,4,1
3,4,1,3,1,3,3,4,4,3,4,5,3,4,3,3,4,1,3,3,3,4,4,4,3,2,4,2
1,4,1,4,1,1,1,1,4,4,1,1,5,4,4,1,5,5,1,1,1,4,1,4,1,1,4,4
2,2,2,2,2,2,2,4,4,4,4,4,3,4,4,2,4,4,2,3,4,3,2,4,3,5,4,7
4,4,3,3,3,4,2,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,3,3,4,0
5,5,4,4,5,4,5,5,5,4,4,4,5,4,5,5,4,5,4,5,4,4,4,5,4,5,4,8
1,1,1,3,2,1,1,3,1,1,1,1,4,1,1,1,4,4,1,1,3,3,4,3,1,1,1,0
4,4,4,4,4,3,4,5,5,5,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,5,2
3,3,2,2,2,2,2,4,3,3,4,3,2,3,3,2,3,4,2,2,4,3,3,4,4,2,3,-7
3,4,4,4,3,3,3,4,3,4,4,4,4,4,4,3,4,4,3,3,4,3,4,4,3,3,4,4
2,4,2,2,2,2,2,4,4,2,4,4,4,2,4,2,4,4,2,4,4,3,4,4,4,2,4,6
3,3,3,3,3,3,1,5,4,4,4,4,5,4,5,2,5,5,3,3,5,4,4,5,3,4,4,9
3,3,2,3,2,2,2,3,3,3,3,3,4,4,3,1,4,4,2,3,3,3,3,4,2,2,4,7
1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,1,4,1,8
4,4,4,4,3,3,4,4,5,5,5,5,4,4,4,3,5,5,4,5,5,3,3,5,4,5,3,9
3,3,3,3,3,1,1,3,3,3,4,4,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,4
4,5,3,1,4,1,1,4,5,5,5,5,5,5,5,1,5,5,1,3,4,4,3,5,3,4,1,2
3,2,2,2,2,2,1,3,4,4,3,3,3,3,3,2,4,3,1,4,3,3,2,4,2,2,2,-5
4,4,3,4,4,2,2,4,4,4,4,4,4,4,4,4,5,5,3,4,4,4,3,4,4,3,4,18
4,2,1,1,1,1,4,1,1,5,2,2,5,3,3,1,5,5,3,4,1,4,3,4,3,4,2,7
2,2,2,2,2,1,1,4,4,4,4,4,4,4,0,1,4,2,2,2,3,2,3,4,2,3,2,4
3,3,4,3,2,3,2,4,4,4,4,4,4,4,4,2,4,4,3,3,4,3,4,4,3,4,4,9
4,4,4,3,4,2,2,3,4,3,4,4,4,5,4,3,5,5,3,4,3,4,4,4,5,2,4,-5
2,2,2,3,2,2,2,4,4,4,4,4,4,4,3,1,4,4,1,5,4,4,5,4,5,4,4,5
5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,5,5,3,3,5,5,5,5,18
4,3,4,3,3,3,3,3,4,4,3,3,4,4,3,3,5,5,3,3,4,4,3,4,3,3,4,6
4,2,2,4,1,1,1,4,4,4,4,4,4,4,2,1,5,5,1,4,3,4,2,4,4,2,4,4
2,3,2,2,2,2,2,3,2,3,2,3,4,4,3,1,5,4,1,2,3,4,3,4,3,3,2,5
3,2,2,4,1,1,1,4,4,4,5,4,4,4,4,1,4,4,1,3,4,3,4,4,3,3,3,6
2,2,2,3,1,1,1,4,4,4,4,4,4,4,3,1,4,4,1,3,4,4,3,4,3,3,2,2
3,3,1,3,1,1,1,1,3,3,3,3,4,3,2,1,5,4,1,2,1,4,3,4,3,4,3,3
4,4,2,3,3,3,1,5,3,3,5,5,4,4,3,2,4,4,2,4,4,3,3,4,4,3,4,6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1
3,2,2,3,2,1,1,4,3,3,3,3,3,3,0,2,4,4,1,3,4,2,2,4,3,4,2,6
3,1,1,3,3,1,1,4,4,5,5,5,5,5,5,1,5,5,1,5,4,1,1,5,3,1,1,1
1,1,1,1,1,1,1,1,4,4,3,4,4,4,4,1,5,1,1,1,1,1,1,4,1,4,1,1
4,4,4,4,4,2,5,4,4,4,4,3,4,4,3,3,5,4,4,4,3,5,4,4,3,3,4,13
5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,6
4,3,5,5,3,4,5,5,5,4,5,5,5,1,3,3,5,5,3,5,5,5,5,5,5,3,5,19
1,1,1,3,3,3,1,3,2,3,3,3,3,3,3,1,3,4,1,1,3,3,3,3,3,1,3,4
3,3,3,3,2,2,2,3,3,4,4,3,4,4,3,2,4,3,2,3,3,3,2,4,3,3,3,4
3,3,2,2,2,4,4,4,4,4,4,4,4,4,4,1,4,4,2,4,3,0,4,4,2,3,5,2
2,2,1,2,1,1,1,4,3,3,2,2,4,3,3,1,4,4,1,4,3,4,3,5,2,3,4,7
2,2,2,3,3,3,3,4,3,3,3,3,4,3,3,1,4,4,2,4,4,3,2,4,2,2,3,3
4,5,5,1,5,1,2,5,5,5,5,5,5,5,4,1,5,5,3,4,5,5,3,5,2,5,1,5
4,4,4,3,3,1,1,4,4,5,3,3,5,3,4,1,5,5,0,1,3,4,1,5,5,4,4,3
2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,2,2,2,0
3,3,3,4,3,2,2,2,2,2,2,3,3,3,3,3,5,3,3,3,3,2,2,4,3,2,4,14
4,4,4,5,3,3,1,5,4,5,4,5,5,5,0,2,5,5,3,3,5,5,3,5,4,5,3,4
4,3,1,2,2,1,2,5,5,3,4,2,5,3,3,1,5,5,1,5,4,4,4,5,3,1,1,0
5,5,4,4,5,4,5,5,5,4,5,4,5,5,3,4,5,5,4,5,3,4,2,5,3,3,4,8
3,3,3,4,2,2,2,4,4,4,4,4,5,4,3,3,5,4,2,3,4,4,3,4,4,4,4,7
3,4,2,4,4,1,2,5,5,4,4,4,5,4,4,2,5,5,2,1,4,5,1,5,3,4,5,4
2,1,1,2,1,1,1,5,5,5,5,3,5,5,4,1,5,5,1,3,4,5,1,5,1,4,5,14
2,2,2,4,2,1,2,4,3,4,4,0,2,4,2,2,4,3,3,3,4,3,3,4,3,3,1,8
3,2,1,1,1,1,1,3,3,3,4,3,5,4,1,1,0,5,1,1,5,4,1,5,1,3,3,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,5,5,5,3,8
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11
4,3,3,3,3,2,2,5,4,3,4,4,3,4,3,2,3,3,3,4,4,3,3,5,3,4,3,9
4,3,2,1,1,1,4,4,4,3,3,3,4,3,3,1,5,5,2,5,4,4,2,5,5,3,4,6
2,3,2,3,1,1,1,3,3,2,2,2,4,3,3,1,5,5,2,2,3,4,3,4,1,1,2,6
3,2,3,3,3,2,1,2,3,3,3,4,4,3,2,1,4,3,1,2,2,2,3,4,4,2,2,7
3,1,1,4,0,1,1,4,4,1,4,3,1,4,3,0,3,4,1,1,4,1,1,4,1,1,1,0
4,3,2,1,3,4,4,3,3,4,4,4,4,4,4,2,4,3,2,5,3,3,4,4,4,4,2,0
4,4,4,4,2,2,1,5,5,5,5,5,5,5,5,2,5,4,1,4,5,4,4,5,4,5,5,12
4,3,3,3,2,3,3,4,3,3,4,4,4,3,3,1,4,3,3,3,4,3,3,4,3,2,2,3
3,2,2,3,2,1,1,3,3,2,3,4,4,4,3,1,5,5,1,4,4,3,3,5,3,2,4,6
2,2,2,3,2,1,2,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3
1,1,1,1,1,3,2,3,1,3,3,3,3,2,2,1,4,4,1,3,3,1,3,4,1,1,3,5
4,2,2,4,2,1,1,4,4,4,5,5,4,4,4,2,5,4,1,1,4,4,2,5,4,4,2,5
3,3,1,2,2,2,1,3,4,2,4,3,4,4,3,1,4,5,1,1,4,2,1,4,4,3,2,5
3,3,2,4,2,2,2,4,4,5,4,4,4,4,4,2,5,3,2,2,4,4,3,4,3,5,4,11
3,4,1,5,3,1,1,4,3,4,5,4,5,4,4,1,5,5,1,5,5,5,3,5,2,5,5,6
3,3,3,3,3,2,2,4,4,3,3,3,4,4,3,3,4,4,2,4,4,4,3,4,3,3,4,-6
1,1,1,3,1,1,1,3,2,1,3,3,4,3,1,1,2,1,1,1,1,1,4,5,1,1,1,0
2,1,1,2,1,1,1,4,3,1,4,4,4,4,2,1,5,4,1,1,4,4,3,0,2,1,3,3
5,4,0,4,4,3,3,4,4,4,4,4,5,4,3,3,5,5,4,4,3,4,3,5,3,4,3,6
3,4,4,3,2,2,1,4,4,4,4,4,5,4,4,2,5,5,1,5,4,5,4,5,3,5,3,4
1,1,1,3,1,1,1,4,4,5,4,4,4,4,4,1,4,4,1,1,4,3,4,5,1,4,4,7
3,3,3,4,2,3,2,4,4,4,4,4,4,4,4,4,5,4,3,3,3,4,3,4,2,3,2,1
3,2,3,2,2,2,2,4,4,3,4,4,4,4,3,3,4,4,3,3,4,4,3,4,3,3,4,10
3,3,3,3,3,2,2,4,3,3,3,3,4,3,3,2,4,3,3,3,4,4,2,4,3,3,2,3
5,5,4,4,5,2,4,4,4,5,4,5,5,4,2,4,5,5,5,4,3,4,4,5,5,4,2,4
4,4,3,4,1,1,1,4,4,4,4,4,3,4,4,3,4,3,1,4,5,3,2,4,4,4,3,2
3,3,2,3,3,1,3,3,3,3,3,3,3,3,0,1,4,3,3,3,3,1,1,3,3,3,1,10
1,1,1,4,2,1,1,1,2,0,2,2,2,2,3,3,4,4,1,4,1,1,1,2,1,1,1,4
1,1,1,1,1,1,0,4,4,4,4,4,4,4,4,1,4,4,1,1,4,4,1,4,1,1,1,6
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16
5,5,4,4,5,3,4,5,4,4,5,4,5,4,3,4,5,4,5,5,4,4,4,4,4,4,4,10
3,3,3,3,2,2,2,4,3,4,3,3,4,3,2,2,4,4,2,3,4,4,3,4,2,3,4,5
1,1,1,2,1,1,1,2,2,3,4,4,3,3,3,1,3,3,1,2,3,2,3,4,3,2,2,5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
4,4,3,4,4,3,5,4,4,4,5,5,5,5,3,3,5,3,3,4,5,4,3,4,4,2,2,5
3,4,3,3,2,1,4,3,2,3,3,3,2,1,3,1,5,4,3,4,4,1,3,3,3,3,0,7
2,3,2,2,2,2,2,4,3,3,4,3,4,3,3,1,4,3,2,2,4,3,1,3,1,1,2,10
3,3,3,4,3,1,1,3,3,4,3,3,4,4,3,1,5,4,3,2,2,4,3,4,3,3,3,2
4,3,3,3,3,3,2,4,3,3,4,3,3,4,3,2,4,2,2,4,4,2,3,4,3,3,3,4
4,3,1,1,1,1,5,3,5,3,1,3,5,5,4,1,5,4,3,4,3,3,3,5,1,3,4,3
4,4,4,2,2,2,1,4,3,2,2,4,4,1,2,1,4,4,4,4,4,1,4,4,2,2,4,7
2,3,4,3,3,2,2,3,4,4,4,4,5,4,3,1,5,3,2,3,3,4,4,5,4,3,3,4
4,3,3,2,3,3,4,5,5,5,5,5,5,5,4,2,5,5,4,5,4,4,3,5,3,4,4,15
0,0,1,3,1,1,1,4,4,1,4,4,3,4,3,1,0,3,2,4,4,1,1,4,1,2,1,3
2,2,2,4,2,1,1,4,3,3,4,4,3,3,3,2,3,3,2,2,3,3,3,4,2,2,2,1
3,3,1,4,4,1,1,3,2,1,3,2,4,3,1,1,5,5,1,4,2,3,1,4,3,3,1,9
3,4,3,4,3,3,4,4,3,4,4,4,5,5,5,3,5,5,3,4,4,4,3,5,3,4,3,6
2,3,2,3,2,2,2,4,4,4,4,4,4,4,3,2,5,5,1,4,4,4,4,5,2,3,4,-3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-1
4,3,3,2,2,2,2,4,4,4,3,4,4,4,4,2,4,4,2,4,3,2,4,4,4,4,2,3
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6
3,3,3,4,3,3,1,0,4,3,4,3,4,4,3,2,4,4,2,2,3,3,3,4,4,3,3,-3
